age,gender,track,strand,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g7_average,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g8_average,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g9_average,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp,g10_average
15,Female,Academic,STEM,90.38,97.69,92.89,78.83,98.35,95.23,87.39,88.83,87.46,88.35,97.13,90.66,91.32,90.44,93.71,76.95,78.85,88.87,76.78,96.68,96.64,89.66,94.1,93.78,76.59,90.51,90.83,92.37,91.91,81.56,95.3,79.6,99.92,86.41,81.33,88.36
16,Female,Academic,STEM,76.62,87.05,87.13,96.63,85.95,83.87,92.82,86.2,85.44,80.83,79.99,98.74,89.18,97.37,99.84,97.91,87.08,90.72,83.97,79,92.04,97.12,80.94,95.23,82.42,90.56,90.32,77.39,79.45,97.73,97.25,94.47,91.35,97.57,76.08,88.73
15,Female,Academic,STEM,82.67,77.52,84.1,79.47,85.41,98.87,87.2,89.05,88.44,91.04,94.12,95.83,88.08,75.4,86.46,94.4,94.83,87.89,97.45,96.65,91.41,91.03,88.86,87.87,90.02,86.45,90.5,78.19,87.44,79.56,87.07,77.09,91.7,83.05,82.61,85.04
16,Male,TVL,ICT,82.37,94.91,79.56,79.59,90.62,95.17,79.56,91.43,88.65,84.53,85.09,90.18,81.28,94.53,91.68,99.55,88.41,89.23,86.65,90.63,79.49,85.15,87.49,77.82,93.18,91.31,84.01,77.27,85.22,81.2,76,84.87,92.79,90.82,87.82,89.78
15,Male,Academic,ABM,97.51,91.67,94.81,81.15,95.24,86.61,81.26,87.98,83.58,94.7,81.29,77.56,87.47,87.77,83.87,95.4,75.14,89.26,94.19,80.27,83.43,93.81,87.03,82.39,95.83,98.33,88.04,90.3,76.03,81.6,97.21,76.16,78.41,79.05,95.63,85.39
18,Female,TVL,HE,99.97,92.68,87.25,97.05,79.12,75.13,83.35,89.34,82.71,84.95,76.1,99.22,97.38,97.1,86.39,90.73,96.16,91,93.64,95.45,88.03,83.38,94.15,78.2,79.22,91.38,87.59,86.39,94.06,97.44,99.66,88.73,75.2,85.65,96.28,87.32
17,Male,TVL,IA-CES/EPAS,98.22,87.34,80.42,96.78,81.92,88.15,93.56,76.89,89.77,84.32,95.84,90.21,77.35,91.27,90.96,85.96,82.08,90.79,92.13,86.84,86.56,97.89,86.91,79.76,82.58,92.05,88.61,99.03,82.98,85.39,88.76,79.53,85.96,93.9,77.16,88.99
15,Male,TVL,IA-CES/EPAS,77.62,98.81,90.69,81.8,99.29,82.61,85.05,89.03,90.51,89.05,80.09,77.35,87.96,94.19,90.09,79.98,94.64,89.79,93.19,96.14,96.4,85.95,83.87,96.06,99.15,79.94,87.84,91.13,80.32,84.22,91.28,86.34,92.44,81.59,75.41,89.42
18,Male,Academic,ABM,89.91,89.79,78.57,79.44,97.97,88.12,99.38,99.94,88.07,89.53,75.11,88.62,75.62,96.37,79.43,76.45,88.45,84.54,86.82,78.07,81.08,86.62,93.92,78.64,78.32,94.35,84.78,99.07,81.68,98.64,92.77,91.08,80.79,80.71,94.07,85.81
16,Female,TVL,IA-CES/EPAS,98.1,94.26,81.9,95.12,98.83,87.08,81.93,79.88,86.06,78.24,99.04,81.56,94.1,93.97,91.99,77.61,85.41,90.31,75.32,93.09,97.47,98.25,82.54,94.71,75.55,84.9,91.01,86.64,89.63,88.33,80.67,96.75,84.27,89,76.84,83.17
15,Female,TVL,IA-AS,75.11,95.96,77.54,88.8,93.05,78.44,86.83,96.01,81.99,97.51,77.43,80.62,94.12,93.77,90.53,89.69,90.76,87.98,86.27,84.04,82.25,75.81,80.73,77.96,82.59,79.78,90.79,84.2,81.94,92.42,88.64,91.87,85.66,92.76,81.4,91.22
18,Male,TVL,IA-AS,94.82,88.31,92.41,79.35,85.57,98.41,78.09,79.93,92.84,81.9,85.62,87.29,93.84,82.79,78.38,85.3,88.67,85.44,94.65,92.36,80.66,93.81,91.26,91.69,77.43,76.39,90.76,88.11,99.32,89.4,91.18,91.25,77.38,97.7,91.04,86.92
18,Female,TVL,HE,88.09,94.67,75.55,81.04,81.33,85.53,88.37,98.22,91.11,99.37,97.82,99.4,81.68,84.31,96.28,83.59,77.17,88.71,92.95,84.41,89.4,81.61,79.88,86.01,96.71,91.47,82.65,80.78,80.81,85.8,80.9,80.8,93.88,99.37,92.23,83.73
18,Female,TVL,IA-CES/EPAS,91.66,77.42,80.29,77,95.59,96.74,81.88,97.73,85.39,84.12,79.39,98.25,87.19,79.38,90.05,91.75,75.71,85.01,96.99,83.58,80.8,81.09,85.91,77.46,87.45,92.27,88.44,80.38,84.1,86.9,75.1,97.08,75.35,90.97,80.69,85.26
15,Male,TVL,IA-CES/EPAS,94.24,78.79,80.25,84.15,81.97,96.83,77.37,81.79,82.99,98.08,94.93,98.21,80.93,82.36,92.16,97.84,84.85,91.56,89.6,85.52,84.84,79.57,87.71,88.37,96.83,87.52,86.7,76.03,87.13,81.37,99.99,92.64,81.14,76.38,81.68,89.42
16,Male,TVL,IA-AS,97.91,76.76,93.7,87.11,84.99,76.29,77.85,77.65,82.24,89.57,81.86,91.74,78.4,88.12,85.92,86,99.78,90.13,85.17,78.85,96.06,89.12,94.68,97.45,78.83,84.22,89.76,96.55,93.77,92.9,92.48,75.8,96.88,81.99,97.86,89.72
15,Male,TVL,ICT,85.78,93.44,94.75,76.9,84.54,76.93,98.67,99.33,85.46,84.55,83.19,89.55,91.55,93.12,76.42,91.76,89.73,87.41,85.1,84.7,93.19,75.21,76.24,85.39,91.69,78.87,91.61,95.97,77.03,83.32,93.15,96.84,96.69,90.59,89.8,84.19
18,Male,TVL,IA-CES/EPAS,78.92,77.86,84.41,95.21,93.12,80.31,75.33,99.92,86.3,76.08,91.08,80.08,91.49,83.08,93.14,91.34,95.91,88.32,99.12,93.42,99.11,92.36,77.42,86.99,95.3,93.06,88.07,94.03,84.53,86.69,76.2,80.81,95.8,91.4,78.11,87.89
16,Female,TVL,IA-CES/EPAS,84.24,85.81,81.28,84.84,83.58,87,81.92,79.65,85.91,76.9,82.15,91.07,85.91,79.38,88.85,84.33,80.93,90.96,82.46,85.64,97.42,86.76,76.57,76.74,78.05,88.26,86.05,78.65,92.78,92.07,87.32,94.36,81.47,97.94,86.91,83.39
15,Female,Academic,ABM,75.48,99.47,96.76,92.14,98.85,87.43,86.87,99.51,89.98,85.93,85.98,88.55,79.96,95.14,87.25,84.92,76.66,85.16,85.76,88.19,78.05,86.25,76.49,91.03,75.46,83.82,87.37,95.25,87.09,79.85,89.32,89.76,98.39,98.96,79.63,91.41
17,Female,Academic,ABM,94.06,94.82,83.16,80.98,98.25,98.09,98.03,88.06,91.87,81.12,77.85,78.52,81.93,91.8,79.19,78.5,79.44,88.11,87.99,75.07,77.84,92.6,95.78,79.29,83.38,81.61,87.62,82.78,94.39,96.13,95.88,88.24,75.32,83.61,96.97,84.82
18,Female,Academic,STEM,89.16,86.47,91.18,85.35,98.32,81.72,89.74,94.24,84.79,77.89,97.51,96.65,90.92,76.79,99.34,78.63,98.1,88.64,87.79,82.61,82.71,90.93,86.93,84.65,88.22,88.24,86.5,88.94,80.96,94.22,95.23,89.32,76.96,78.79,93.4,87.1
15,Female,Academic,ABM,80.68,99.05,95.78,83.76,94.49,77.77,91.39,95.53,80.94,87.51,95.96,79.84,86.33,81.06,93.4,78.11,78.2,83.46,91.54,82.71,95.53,77.61,99.63,79.56,90.83,97.47,87.31,84.9,80.59,99.64,91.81,93.01,91.38,82.1,90.6,86.48
16,Male,Academic,STEM,82.14,75.19,86.07,88.32,76.12,97.92,88.38,94.04,83.62,94.84,77.48,93.62,77.01,97.64,90.44,87.59,81.25,86.03,88.24,77.93,77.87,86.74,91.09,88.84,97.19,84.92,84.64,95.63,76.61,81.55,86.74,95.52,89.95,93.87,78.08,89.86
17,Female,Academic,STEM,96.49,87.96,89.35,84.1,94.96,75.92,96.72,82.11,85.26,97.34,76.16,91.31,76.22,99.11,98.59,93.15,93.07,86.54,98.73,77.83,95.24,82.52,96,80.26,94.15,80.05,88.19,84.61,77.34,86.68,94.66,84.58,93.09,76.63,82.23,88.84
18,Male,TVL,IA-AS,80.75,78.16,76.95,93.55,93.03,75.16,94.82,79.84,84.98,77.85,90.03,79.69,93.67,78.8,81.73,93.06,81.59,92.61,96.24,93.56,92.24,86.07,84.41,98.46,90.88,100,89,77.55,86.43,98.17,98.51,87.43,86.09,91.52,81.4,90.26
16,Female,TVL,IA-AS,95.31,84.81,75.99,90.11,96.93,94.21,95.34,88.88,85.3,88.2,92.04,90.34,86.56,98.86,77.18,87.73,83.51,88.54,99.3,76.08,90.56,77.97,82.82,87.57,81.68,78.6,89.79,85.22,84.51,78.15,80.05,90.22,97.09,80.45,95.15,88.7
17,Male,TVL,IA-CES/EPAS,96.84,79.27,93.04,96.06,80.05,98.93,87.96,87.96,88.71,93.8,96.79,92.68,76.73,75.94,93.17,96.58,80.75,83.26,93.97,93.06,95.27,85.64,83.28,82.88,90.24,78.65,82.1,95.78,95.95,77.44,90.06,96.87,75.3,87.12,90.18,84.86
17,Male,Academic,ABM,80.82,94.85,86.16,83.12,85.91,81.34,83.01,87.28,91.26,86.89,87,88.9,82.2,86.67,82.43,80.25,77.73,89.65,87.38,91.7,91.97,77.43,88.6,79.61,99.22,80.59,88.12,77.21,84.25,77.67,98.46,76.99,86.82,97.36,91.33,89.44
16,Female,TVL,ICT,84.49,93.19,77.24,85.72,76.44,97.66,78.56,95.25,87.89,92.22,92.74,93.65,87.06,89.4,85.82,93.41,93.11,87.84,80.37,81.48,77.79,99.37,83.78,89.9,89.43,89.35,85.73,89.22,82.69,92.66,99.08,88.57,88.41,86.62,92.67,88.57
17,Female,Academic,STEM,91.67,76.64,97.4,85.34,77.18,84.83,89.71,82.57,90.46,98.53,82.29,84.12,77.73,77.23,95.29,77.92,91.35,92.65,93.35,93.32,86.64,85.78,83.78,90.56,91.47,82.36,89.17,90.51,87.07,92.4,82.05,95.05,99.54,95.76,95.04,86.43
16,Female,Academic,ABM,86.51,90.41,84.64,77.99,90.66,78.51,75.81,99.15,86.93,75.95,84.88,85.75,80.86,89.86,79.38,78.31,82.75,89.17,98.57,86,92.23,76.24,87.67,90.93,78.62,76.83,86.3,81.32,83.7,90.45,95.24,78.49,86.27,91.71,84.4,86.55
15,Male,TVL,IA-AS,92.81,90.55,77.36,81.86,78.89,81.21,91.56,92.35,86.8,96.93,89.82,81.42,76.49,85.37,88.93,93.35,81.42,88.88,80.73,80.9,75.23,99.09,90.16,77.54,99.04,96.45,86.52,89.36,91.56,90.93,81.76,75.33,87.49,99.99,98.62,87.28
18,Male,Academic,STEM,78.21,99.15,97.07,92.23,89.72,76.8,92.08,78.89,89.65,99.6,99.81,79.07,92.87,83.22,84.51,99.21,78.24,88.04,99.17,83.69,84.81,87.71,75.7,81.32,92.35,94.03,88.44,93.26,81.51,81.97,78.9,77.68,99.64,97.6,94.57,87.83
16,Male,TVL,ICT,92.17,93.08,90.71,85.11,87.53,85.63,93.59,76.58,89.16,85.18,82.01,99.95,76.93,97.12,98.31,94.87,76.36,86.67,87.45,96.97,96.39,96.46,99.26,76.89,95.05,75.73,91.2,88.95,90.53,79.04,99.15,78.23,94.03,81.36,75.5,85.96
18,Male,TVL,ICT,82.97,90.77,83.08,80.62,77.88,94.61,89.99,76.3,88.62,98.41,77.75,81.98,93.1,77.28,80.57,87.46,81.84,86.74,83.55,78.51,93.31,91.5,88.89,92.35,86.43,81.67,86.85,82.74,79.15,90.98,87.6,91.07,79.49,97.43,99.34,87.69
15,Female,TVL,HE,94.18,79.81,97.24,77.92,88.36,99.13,81.01,82.64,88.09,78.01,83.94,83.17,97.39,78.99,96.43,77.33,77.04,92.1,96.03,75.19,76.5,76.9,83.73,94.82,83.04,95.53,88.27,84.16,83.31,78.31,95.82,80.04,96.99,84.93,81.61,87.19
15,Female,TVL,HE,97.05,78.05,75.11,81.45,99.61,99.34,83.56,97.92,84.8,92.02,76.03,81.41,76.45,75.07,78.24,92.33,83.57,85.5,83.46,95.68,98.13,90.93,75.89,80.8,94.72,81.56,88.75,85.01,80.37,77.05,92.6,78.42,95.64,88.03,77.99,86.58
18,Male,TVL,IA-AS,94.74,93.54,95.64,87.39,75.11,78,81.5,89.06,86.91,86.39,94.27,86.02,90.08,76.9,77.61,91.82,82.99,86.98,91.84,80.96,92.43,78.53,94.14,87.2,77.81,86.63,90.58,92.8,75.86,75.81,86.37,98.14,96.67,95.79,99.57,86.05
16,Female,TVL,HE,79.77,88.25,81.35,81.29,82.41,99.07,88.3,89.09,84.68,78.73,88.59,80.93,87.29,99.61,94.95,96.61,88.28,93.46,84.7,80.27,80.28,96.3,83.89,95.15,85.09,91.28,81.41,87.42,77.42,90.51,75.73,76.6,96.36,90.91,86.59,85.61
18,Female,Academic,HUMSS,87.35,85.88,82.42,87.63,89.26,89.76,84.37,77,87.23,86.67,86.56,95.08,81.51,80.34,82.02,91.18,88.99,88.4,80.58,97.12,87.05,75.83,75.1,84.35,89.56,78.95,91.41,81.03,96.63,75.21,78.1,85.03,95.46,75.71,75.33,82.83
16,Male,TVL,ICT,95.46,95.9,86.21,99.83,86.24,95.87,91.17,87.14,87.99,84.8,96.45,86.3,94.62,75.97,91.37,75.62,99.14,87.41,82.01,80.74,94.01,81.4,84.07,87.48,95.9,88.71,89.66,93.02,98.65,96.61,84.54,80.35,77.12,97.33,78.18,84.52
18,Male,Academic,ABM,99.07,87.43,98.54,84.63,83.3,75.29,99.63,79.78,86.98,82.23,94.08,95.81,79.02,79.33,90.55,90.48,85.52,85,84.4,75.43,92.72,86.82,82.99,87.88,81.47,89.52,87.71,77.58,89.06,79.91,78.86,89.01,93.13,99.47,84.18,90.08
18,Male,Academic,STEM,78.29,92.57,82.56,93.47,93.11,81.14,76.14,90.72,84.71,93.2,95.71,80.65,86.06,93.95,98.56,99.2,97.33,87.22,99.93,90.91,84.7,88.98,85.71,87.8,85.24,84.92,87.77,93.73,97.56,82.85,94.66,80.27,80.92,96.57,80.07,88.04
18,Male,TVL,IA-CES/EPAS,86.26,78.31,83.18,91.83,79.14,80.53,80.3,98.72,86.89,97.92,92.04,93.06,86.28,90.84,93.32,88.7,80.17,88.86,82.63,98.59,87.78,93.82,91.38,81.24,91.43,89.56,87.35,91.13,85.72,89.69,95.66,99.34,80.51,97.38,93.19,89.02
16,Male,TVL,IA-AS,81.09,75.85,79.27,96.96,95.29,76.88,75.92,94.61,84.17,98.8,96.67,82.91,92.08,83.12,96.7,90.37,87.69,88.46,93.53,83.91,94.7,85.94,94.92,77.95,86.41,86.15,87.26,91.72,96.78,97.04,89.83,82.47,92.62,76.02,75.06,90.11
16,Female,TVL,IA-AS,97.24,79.92,80.42,96.87,79.66,95.27,87.37,94.76,87.81,81.49,94.76,90,94.53,92.42,89.05,84.04,95.67,88.98,80.92,84.7,85.13,85.08,92.95,91.15,84.53,77.39,84.58,91.17,94.9,89.79,89.42,88,92.57,90.61,80.6,85.31
17,Female,Academic,HUMSS,95.53,83.99,75.81,81.31,89.58,82.94,98.32,83.39,86.83,97.81,94.95,94.27,79.68,92.16,95.38,83.2,94.83,87.93,75.62,78.32,86.91,91.81,97.77,82.75,99.78,97.73,80.94,94.71,96.57,96.8,89,76.87,81.63,87.69,95.39,84.36
18,Male,TVL,IA-AS,93.07,76.03,86.51,98.37,82.36,77.05,85.1,92.72,81.44,75.92,82.9,99.4,90.24,98.8,84.16,90.48,93.58,91.5,89.36,76.09,93.95,92.18,87.07,95.35,80.68,81.12,85.93,97.52,82.55,91.07,78.29,88.19,93.18,76.38,88.24,88.02
17,Female,Academic,HUMSS,78.65,79.19,92.39,79.96,97.03,87.62,93.96,96.55,90.4,78.74,94.64,85.22,86.34,77.7,78.02,93.88,78.77,85.17,97.09,79.37,88.98,91.28,78.64,90.63,81.59,92.97,83.64,86.96,80.98,90.24,94.55,80.55,83.31,77.07,78.61,85.33
15,Male,Academic,HUMSS,91.65,86.23,95.53,95.13,76.4,80.97,87.91,78.57,89,90.93,81.05,78.6,99.2,82.87,76.37,76.04,91.34,87.86,96.14,86.86,92.15,75.28,77.5,91.35,96.24,95.48,90.54,77.63,76.01,99.14,88.21,87.8,99.34,83.91,92.23,88.32
18,Female,TVL,ICT,94.95,86.8,98.74,98.14,90.63,84.31,87.88,92.06,88.15,93.13,88.07,80.12,75.16,97.85,88.21,82.69,75.2,82.67,87.24,96.92,88.94,91.11,85.64,97.28,77.33,76.22,87.19,91.78,76.11,96.87,86.66,98.53,82.68,76.67,94.69,84.45
18,Female,TVL,IA-AS,97.02,97.73,95.13,84.86,83.94,95.31,89.11,91.41,90.9,77.16,97.63,93.21,75.49,86.76,96.23,90.51,77.45,87.59,81.45,86.77,96.71,93.41,95.31,97.6,96.88,83.02,81.96,80.49,87.93,84.8,97.8,85.06,89.41,83.26,88.18,88.27
17,Male,Academic,HUMSS,99.98,75.47,78.63,83.38,94.5,96.95,93.92,90.42,88.9,99.77,80.12,80.01,89.14,95.52,84.96,77.21,79.39,86.8,89.54,85.38,92.8,87.92,89.97,88.32,97.65,92.49,91.72,94.22,92.97,90.36,90.28,93.82,82.33,87.81,98.44,87.49
16,Male,Academic,HUMSS,98.57,76.94,98.24,77.69,91.75,86.17,83.43,84.75,87.01,86.94,82.49,85.39,91.24,83.77,85.34,98.94,95.57,88.66,99.88,82.86,98.82,93.37,84.3,82.36,85.83,99.86,89.61,75.09,97.81,97.6,94.83,97.88,90.41,75.31,87.73,90.38
17,Male,TVL,ICT,86.52,86.94,96.75,80.74,95.02,88.98,80.63,78.06,89.51,86.8,82.88,97.02,99.4,94.77,84.75,95.07,82.84,91.46,90.3,82.99,95.56,77.41,94.78,99.28,76.62,93.49,87.82,78.11,91.9,96.25,85.15,76.49,75.15,83.41,83.59,85.87
18,Female,TVL,IA-AS,92.32,88.79,78.65,84.35,81.78,80.86,93.21,77.31,85.69,84.06,78.04,97.72,79.85,86.49,98.3,94.08,85.32,86.69,76.28,90.13,83.16,78.47,91.76,97.81,75.72,93.89,88.7,79.95,87.85,92.28,92.94,75.34,94.14,94.68,98.46,89.33
16,Female,Academic,ABM,76.17,84.58,88.46,89.96,75.53,87.7,76.85,82.39,82.95,75.08,78.96,86.83,80.95,89.79,88.76,78.02,86.82,83.32,98.66,76.92,85.36,88.91,86.66,86.52,97.55,84.46,84.85,86.79,97.82,89.3,78,99.26,99.9,89.33,78.28,87.34
16,Male,TVL,ICT,79.3,99.4,95.08,75.27,88,95.54,85.61,75.14,89.9,85.09,94.91,88.26,86.97,85.61,89.63,80.93,88.94,86.73,79.45,94.04,97.93,97.71,86.6,79.12,97.93,83.23,89.16,75.27,80.69,77.54,75.82,93.31,91.93,85.38,97.89,86.24
16,Female,TVL,ICT,99.9,89.32,78.59,95.18,79.18,77.91,95.84,88.66,90.07,92.69,90.86,92.45,75.1,94.17,82.31,78.97,96.07,89.08,95.95,77.27,81.58,76.5,93.33,89.72,90.76,86.66,89.13,80.9,84.29,95.41,76.88,92.2,97.47,94.13,92.94,90.34
16,Male,TVL,IA-AS,90.74,79.65,76.78,83.13,79.43,90.89,99.5,85.29,87.18,81.21,88.76,94.15,87.63,98.09,82.74,96.42,79.5,89.26,85.39,79.37,97.16,94.39,91.25,80.92,95.54,92.76,91.21,94.54,94.9,94.45,97.07,84.54,76.58,99.02,95.75,84.46
15,Female,TVL,IA-CES/EPAS,85.62,77.61,91.49,78.77,97.48,81.32,82.47,93.18,93.53,88.02,78.43,77.88,85.08,86.34,90.55,97.32,87.21,87.5,75.62,80.7,85.39,83.13,84.91,82.69,96.58,93.48,85.47,85.01,99.4,97.41,89.77,95.08,89.61,84.19,87.19,88.77
18,Female,TVL,IA-CES/EPAS,78.4,79.41,95.22,99.86,93.54,81.95,80.48,78.44,87.48,78.43,86.75,84,99.31,87.57,90.5,88.98,90.1,90.23,86.42,77.65,80.37,95.91,79.82,77.6,84.44,81.21,85.92,84.19,85.44,82.41,88.79,83.09,87.27,88.52,90.62,86.09
15,Male,Academic,HUMSS,87.76,99.66,99.98,96.72,89.44,85.35,85.23,91.66,84.12,89.75,96.05,93.92,80.04,99.92,75.22,95.08,84.39,87.49,87.38,89.91,92.51,94.61,75.67,83.4,94.89,86.9,89.09,99.67,82.66,80.69,95.1,99.86,85.08,83.8,97.25,85.18
18,Female,Academic,ABM,75.06,78.08,77.3,95.8,86.22,90.89,75.4,79.98,84.66,78.79,96.33,89.45,77.24,93.29,86.97,81.8,93.49,83.63,78.57,94.06,94.64,86.46,97.85,94.81,95,78.26,87.89,93.43,83.95,90.93,80.34,85.92,86.85,99.44,94.29,86.83
15,Female,Academic,HUMSS,76.87,93.19,75.58,77.47,83.23,79.1,90.76,95.3,86.5,88.53,92.89,90.15,81.98,95.51,99.43,95.93,76.76,83.38,76.89,99.14,79.57,95.83,92.33,97.65,80.97,94.94,86,79.99,79.55,97.07,75.52,91.55,95.91,96.33,91.63,88.82
16,Female,Academic,ABM,91.44,81.61,88.51,94.54,93.18,75.2,80.7,94.7,87.54,98,96.16,81.54,90.95,94.43,84.13,80.18,96.79,90.34,85.89,93.13,96.11,78.28,80.03,85.85,97.67,90.73,88.06,89.44,95.87,92.2,76.29,84.95,77.78,77.2,89.76,93.15
15,Female,Academic,HUMSS,91.51,83.59,81.24,86.44,84.63,77.81,76.73,98.69,90.56,94.28,83.41,92.49,89.33,83.6,81.69,90.79,92.11,85.14,83.93,90.08,97.86,87.3,85.23,86.67,97.65,81.08,86.44,92,78.88,97.3,85.47,89.18,98.34,99.43,91.64,89.79
17,Male,Academic,STEM,85.79,75.91,85.58,77.13,76.5,94.4,97.38,96.8,87.32,99.39,90.14,94.99,79.66,78.27,76.74,75.91,77.08,89.98,82.18,96.04,82.88,94.28,76.2,80.11,88.9,94,85.6,84.94,93.74,98.76,81.47,89.96,82.33,84.62,95.51,88.49
17,Female,TVL,HE,97.68,95.56,96.81,89.97,99.77,82.76,97.91,79.83,88.24,82.18,77.12,79.48,84.55,80.84,95.07,84.95,90.81,86.67,97.25,97.73,91.15,82.61,95.56,80.97,80.57,85.05,83.24,94.35,94.2,96.97,95.52,92.67,77.89,98.42,82.73,82.72
15,Female,TVL,ICT,92.09,96.77,76.56,90.49,89.5,93.34,83.77,96.34,88.43,89.31,77.41,90.31,75.03,77.63,97.18,95.61,82.17,90.18,81.12,99.72,93.91,91.86,98.56,90.55,89.96,83.94,85.36,89.63,94.55,90.4,82.73,75.9,87.09,86.15,93.73,83.5
17,Female,Academic,ABM,86.01,75.1,76.09,89.84,88.49,96.75,88.57,84.94,85.7,88.08,97.37,99.43,97.36,99.23,81.97,89.19,89.78,89.98,83.69,99.83,80.02,83.86,75.44,77.31,77.63,89.04,88.69,85.21,81.18,95.17,91.2,85.45,79.94,89.61,77.35,81.64
17,Male,TVL,ICT,93.41,99.56,91.8,99.24,85.84,80.07,96.22,79.9,84.83,90.23,82.51,77.7,77.11,87.92,89.94,94.55,77.26,88.04,80.45,77.49,90.63,99.16,87.6,97.94,93.3,91.47,88.62,91.5,81.78,99.23,91.84,83.36,99.5,89.76,96.13,85.6
18,Male,Academic,HUMSS,88.39,80.1,83.24,82.16,96.42,86.11,85.39,75.51,87.33,91.32,96.62,90.46,86.78,91.76,79.9,76.31,85.26,85.59,79.73,85.87,96.78,99.26,88.76,76.73,95.26,99.45,84.49,90.18,78.98,76.51,98.65,96.82,87.16,86.18,98.17,92.09
17,Male,TVL,IA-AS,93.05,77.37,84.69,81.49,91.03,96.6,85.31,82.77,84.67,87.68,77.97,82.78,88.16,88.75,87.12,97.4,85.53,93.19,91.77,97.84,83.84,80.42,86,92.71,98.85,90.74,88.72,85.94,93.23,94.69,91.03,80.85,94.56,97.82,80.86,88.11
16,Male,TVL,ICT,86.37,94.24,96.38,98.36,80.43,92.83,78.4,82.65,86.86,90.84,95.9,76.87,87.3,85.1,77.67,82.61,82.46,86.86,98.85,81.05,98.15,75.34,97.82,85.03,84.88,95.89,86.72,92.62,85.58,81.33,99.86,90.83,80.17,76.32,98.31,89.37
16,Female,TVL,ICT,83.22,98.17,90.85,80.84,87.21,94.9,93.8,78.22,87.17,97.36,82.32,87.25,87.89,99.95,90.74,84.24,95.95,86.57,91.08,90.52,84.86,79.06,86.01,87.35,98.64,81.22,89.46,82.55,97.8,81.17,86.6,87.2,88.88,91.81,76.9,84.16
16,Male,Academic,ABM,88.56,83.72,89.44,83.33,80.11,96.29,80.97,75.45,88.42,84.67,79.9,96.8,97.99,85.72,77.22,89.36,76.82,85.29,80.75,81.15,92.9,76.1,84.89,90.49,94.83,94.18,89.61,97.25,94,81.49,92.62,96.51,87.4,92.28,81.2,87.89
18,Male,Academic,ABM,97.65,77.93,76.33,87.47,94.2,80.9,82.25,92.98,91.02,80.78,91.66,80.19,94.59,98.33,79.22,83.84,97.27,87.73,96.16,81.03,93.44,81.28,83.67,88.37,79.97,95.19,87.57,99.89,82.51,97,99.88,95.63,78.39,93.51,80.99,87.59
16,Female,TVL,IA-AS,98.3,93.81,86.4,78.91,83.23,88.6,93.28,94.53,92.7,82.71,96.1,98.73,84.02,81.41,94.73,89.05,90.29,88.7,76.19,96.01,98.68,77.15,83.84,87.35,76.66,92.65,86.56,77.36,94.61,84.41,81.82,82.88,98.66,76.49,92.31,91.08
15,Female,TVL,ICT,88.36,99.87,82.89,87.2,79.89,99.04,99.25,92.31,84.85,88.64,98.95,79.99,94.86,75.2,98.25,80.53,85.76,89.16,98.91,75.9,94.71,88.77,85.31,97.33,88.22,75.75,87.9,99.95,90.84,99.82,78.03,98.31,78.23,84.71,92.05,83.11
17,Female,TVL,ICT,77.53,79.65,86.34,78.52,80.2,87.78,94.48,93.15,86.84,81.03,84.21,77.04,75.21,78.73,88.26,88.63,90.37,89.05,94.86,90.87,97.2,97.13,84.41,88.22,93.79,78.75,91.43,75.13,98.55,79.67,85.78,85.15,81.62,98.09,95.65,83.98
15,Female,Academic,STEM,79.79,98.41,76.55,78.84,81.98,77.67,96.69,88.57,87.47,78.86,91.48,97,90.69,81.49,89.7,95.59,95.49,89.17,81.66,76.37,77.95,92.73,82.69,78.76,92.19,90.94,82.4,92.75,95.53,83.75,80.38,94.86,92.98,82.13,87.35,85.59
15,Female,TVL,HE,81.88,79.26,97.12,80.37,77.61,80.59,83.7,75.85,89.24,82.62,96.47,92.68,78.61,81.58,94.65,75.29,80.18,84.69,77.92,91.93,91.27,90.63,87.81,82.6,96.3,75.23,83.86,83.85,94.65,99.2,85.87,96.7,80.74,80.68,96.95,85.03
15,Female,Academic,HUMSS,85.89,79.23,78.48,77.52,85.58,81.28,99.07,79.06,88.69,99.71,75.51,88.35,93.22,98.71,83.27,90.19,76.06,90.22,83.9,77.53,90.11,97.96,91.91,76.43,98.76,91.01,89.43,93.83,99.73,85.71,91.52,90.96,88.7,93.98,85.9,87.4
15,Female,TVL,ICT,87.92,80.8,93.36,87.36,80.1,78.8,95.42,75.07,84.36,75.82,75.53,88.82,76.45,89.27,91.3,97.61,99.47,87.48,97.25,85.9,80.83,90.62,96.48,76.16,82.64,97.94,87.96,90.44,82.07,83.35,94.78,80.18,79.66,85.73,94.58,91.36
18,Male,Academic,ABM,92.16,87.42,83.99,87.74,77.04,96.42,87.7,82.82,84.22,78.48,86.4,94.38,87.08,88.16,98.59,93,99.46,83.43,92.79,75.59,89.17,91.71,92.8,84.74,99.53,83.22,86.22,79.87,86.02,99.13,97.01,80.99,91.55,97.74,83.04,89.73
