age,gender,track,g7_filipino,g7_english,g7_math,g7_science,g7_ap,g7_tle,g7_mapeh,g7_esp,g8_filipino,g8_english,g8_math,g8_science,g8_ap,g8_tle,g8_mapeh,g8_esp,g9_filipino,g9_english,g9_math,g9_science,g9_ap,g9_tle,g9_mapeh,g9_esp,g10_filipino,g10_english,g10_math,g10_science,g10_ap,g10_tle,g10_mapeh,g10_esp
17,Male,Academic,98.17,80.28,88.04,93.5,87.44,97.68,78.31,89.91,87.67,83.29,88.99,81.76,87.41,83.36,84.5,94.24,92.95,77.95,90.52,80.01,88.84,85.47,90.91,94.12,95.97,87.27,90.88,96.05,76.94,89.49,78.08,81.76
18,Male,TVL,96.9,80.31,87.03,87.6,78.84,91.25,96.9,85.37,81.54,91.57,95.93,86.66,83.34,80.03,88.68,92.47,97.06,98.72,95.13,80.76,97.63,78.32,86.11,82.1,81.92,86.88,84.12,80.11,96.22,90.73,87.39,75.6
16,Male,Academic,98.39,96.53,93.64,81.03,94.27,81.77,96.96,77.73,93,97.99,76.61,75.3,82.33,98.87,96.38,91.42,88.11,86.55,86.9,97.17,80.54,91.79,94.86,84.6,98.79,97.8,88.45,83.07,88.14,93.66,91.6,83.36
17,Female,TVL,90.78,97.11,93.96,91.05,83.56,79.07,76.58,81.2,95.56,99.46,86.19,89.17,82.13,77.39,85.69,81.27,80.68,82.67,76.25,90.78,76.38,99.7,80.63,81.05,86.99,94.3,82.17,88.15,81.12,84.61,79.16,99.06
17,Male,Academic,85.73,77.53,91.54,93.1,85.92,91.39,98.88,91.37,92.1,97.09,80.05,98.94,94.28,86.11,78.04,79.1,84.27,90.03,98.73,82.09,80.16,80.91,91.77,76.6,96,76.84,90.39,96.91,99.33,76.39,82.33,84.05
16,Male,TVL,98.68,97.25,78.5,80.96,88.24,80,96.58,90.3,81.16,87.07,76.63,94.71,81.52,87.36,79.88,99.69,88.59,83.59,78.69,79.43,90.48,95.27,92.46,90.34,79.18,76.77,95.49,83.4,83.92,98.33,94.85,84.07
15,Male,Academic,97.68,80.08,80.65,91.36,85.76,81.25,82.48,98.71,80.84,78.84,83.48,99.36,98.64,86.44,90.38,78.51,76.09,98.04,95.99,84.12,96.4,83.34,96.35,77.14,83.98,80.9,98.84,88.22,96.54,80.66,82,96.21
16,Male,TVL,95.04,78.55,77.75,77.34,92.79,82.63,81.62,84.82,94.7,81.99,81.64,99.93,99.78,86.37,75.33,89.93,76.44,86.71,97.36,80.52,89.65,83.62,92.52,96.88,89.83,79.68,85.05,84.97,83.34,81.53,79.16,94.74
15,Male,TVL,86.69,79.1,79.25,92.3,96.91,97.37,76.06,79.47,99.16,86.6,78.41,98.98,75.09,88.84,99.03,89.84,81.54,83,98.32,77.95,89.33,89.62,85.43,80.57,82.79,90,89.36,99.06,96.66,76.33,76.25,80.89
15,Male,Academic,91.84,95.91,87.53,81.76,98.1,78.47,75.43,78.55,97.8,95.36,86.31,91.02,98.51,79.23,75.5,75.31,88.38,81.61,93.83,94.99,87.88,99.58,84.04,90.46,90.85,84.82,97.41,87.17,75.14,78.93,96.89,92.15
17,Female,Academic,79.74,89.93,81.07,92.61,78.97,88.6,76.93,90.05,77.31,93.71,81.51,92.59,82.74,94.17,86.25,80.5,92.79,90.31,98.06,80.14,89.96,78.83,79.89,77.87,99.97,85.65,79.26,75.14,80.45,97.67,84.69,85.76
15,Female,Academic,78.23,98.12,88.52,93.27,86.84,84.87,77.93,86.7,96.36,82.07,81.27,95.49,85.76,95.01,91.47,76.4,97.55,75.46,89.09,92.38,79.1,86.04,80.82,81.1,92.9,86.85,82.85,98.96,80.91,85.02,78.83,92.92
17,Male,Academic,81.92,90.97,77.04,84.47,91.52,88.31,99.72,94.23,79.09,95.14,75.2,76.43,80.75,91.48,87.88,97.86,86.94,77.13,78.81,78.94,79.46,92.29,79.25,95.09,98.35,98.3,85.21,96.74,87.93,83.06,83.23,89.53
17,Female,Academic,83.23,81.3,78.4,84.5,91.45,82.93,98.05,76.12,97.02,77.43,75.81,99.11,80.48,93.89,78.51,90.25,80.7,84.07,94.33,79.55,81.74,90.71,85.88,95.04,92.07,83.38,84.3,83.97,98.54,98.58,82.67,93.35
15,Female,TVL,82.52,78.82,87.55,82.62,88.8,94.59,89.66,96.49,75.76,82.43,92.33,79.89,86.46,93.28,86.82,91.79,99.21,83.14,77.98,85.66,96.83,75.67,83.95,77.16,87.67,81.7,82.83,99.43,84.58,78.44,86.72,81.05
18,Female,TVL,95.73,86.09,82.26,87.43,78.2,88.88,86.3,92.81,86.35,76.29,94.17,88.82,79.83,94.98,88.85,91.86,77.7,75.79,99.87,98.89,88.62,90.83,82.5,88.3,79.46,86.96,92.61,92.17,96.77,79.33,80.85,80.37
16,Male,TVL,82.24,77.09,81.88,92.04,96,80.05,75.82,80.75,87.08,76.05,87.12,92.82,76.51,78.37,86.39,76.28,88.89,91.71,79.06,90.47,84.71,90.2,89.78,94.24,92.29,90.7,82.89,99.42,81.97,96.21,96.92,80.84
17,Male,TVL,79.68,94,97.34,75.69,76.92,92.34,81.08,77.54,92.14,91.63,96.15,82.52,80.39,80.8,89.25,87.47,97.06,75.21,76.84,89.18,96.63,89.08,92.48,98.96,97.91,78.95,91.84,92.21,90.3,93.32,97.41,76.25
15,Male,TVL,94.42,78.95,90.33,97.8,83.86,93,96.14,85.72,91.1,93.51,95.3,83.54,87.48,86.89,96.19,76.34,77.55,98.1,97.95,99.94,80.75,76.71,83.69,99.29,84.54,92.88,91.46,93.33,92.99,91.28,87.34,83.01
18,Male,Academic,89,92.28,96.62,95.66,88.8,99.39,95.55,93.48,80.08,85.12,90.95,99.17,81.85,96.98,91.11,96.59,80.77,78.18,87.03,88.1,78.82,95.85,85.37,76.13,76.25,98.23,76.07,99.03,89.67,92.74,77.52,95.93
15,Female,Academic,81.35,82.75,84.43,96.81,89.31,91.32,97.75,96.18,97.86,93.3,76.25,75.3,79.94,94.44,82.24,91.64,88.04,75.24,91.6,85.83,78.91,82.98,89.61,98.66,82.82,85.55,89.1,81.66,79.46,94.82,91.96,84.47
18,Male,TVL,75.72,98.83,78.17,80.64,82.85,96.81,91.26,88.83,77.82,75.06,89.19,93.72,81.65,99.34,77.56,75.45,86.32,95.93,91.5,83.75,76.31,94.27,76.5,86.26,85.95,78.58,88.9,90.11,91.54,79.69,95.57,98.89
18,Male,TVL,84.58,99.49,97.36,96.11,86.51,95.25,79.82,84.34,95.43,94.45,82.36,75.15,91.92,98.7,94.22,89.62,75.48,79.18,92.32,92.95,96.26,88.53,76.06,82.17,79.18,88.2,86.95,93.59,80.93,86.84,93.99,92.7
17,Female,TVL,93.6,90.87,75.26,99.77,99.1,76.5,86.54,92.66,82.38,89.37,93.5,99.94,99.24,95.55,92.89,88.62,81.3,82.51,87.74,92.07,82.14,81.71,77.3,97.91,77.3,98.21,96.46,93.62,84.44,85.73,97.8,96.94
16,Female,TVL,80.33,96.24,83.65,81.04,79.46,86.19,75.69,84.12,97.7,83.84,98.41,86.73,95.06,81.66,96.78,95.15,76.53,77.21,83.64,98.88,93.41,81.79,80.04,86.62,83.24,94.73,98.26,91.28,98.8,77.83,83.8,90.06
15,Female,TVL,98.16,79.42,96.46,77.25,83.99,81.83,86.67,79.14,98.24,96.72,90.4,83.82,98.61,88.4,98.16,92.98,76.9,92.39,94.06,78.34,91.19,97.74,82.88,87.96,78.25,95.31,77.27,76.23,85.93,83.68,78.73,93.43
16,Female,TVL,99.12,76.31,93.94,75.74,85.1,81.52,83.5,95.9,80.07,94.44,86.81,86.02,76.22,80.49,97.34,77.01,88.35,90.83,83.95,98.79,95.78,82.14,78.09,79.78,89.08,96.2,80.53,80.75,95.28,82.14,92.15,83.3
18,Male,Academic,85.82,83.14,75.56,99.34,76.79,77.24,80.89,82.61,89.59,91.39,95.15,93.45,88.6,78.71,79.99,91.55,82.8,88.27,88.46,88.66,98.86,83.46,81.72,82.72,99.36,95.47,98.86,99.58,80.72,87.18,76.72,76.63
17,Male,TVL,91.42,88.65,76.21,92.51,82.97,75.58,83.92,87.51,97.26,76.42,76.48,91.65,86.3,90.66,84.24,75.87,99.87,93.44,84.07,92.96,94.78,94.15,90.98,83.59,93.31,99.03,90.59,99.13,82.9,85.68,85.2,95.9
16,Female,TVL,79.61,91.13,93.34,81.72,86.07,88.39,90.88,83.94,81.72,97.42,81.42,79.7,83.6,82.31,83.43,77.43,86.7,77.87,83.81,94.7,89.28,84.77,92.23,95.49,87.39,81.59,78.51,82.42,94.31,85.4,78.33,97.57
15,Male,TVL,94.09,83.97,89.7,92.38,85.49,93.91,94.91,85.5,99.96,85.8,83.31,90.52,77.64,96.33,98.32,77.82,94.15,95.6,83.39,90.8,97.68,86.16,76.18,94.22,86.61,91.71,90.4,78.45,93.03,87.63,85.76,82.59
15,Female,Academic,81.72,95.47,96.46,97.64,87.67,85.28,95.19,82.41,95.11,84.63,87.35,91.42,82.45,77.07,82.56,95.19,78.62,81.83,96.61,89.17,79.79,86.92,80.23,80.47,82.47,77.09,90.09,78.24,97.42,92.18,84.56,97.28
17,Female,Academic,75.15,96.33,92.26,78.07,81.63,83.51,89.11,78.63,89.18,92.97,94.99,75.79,79.44,93.1,91.85,76.23,97.07,90.21,79,80.14,84.85,97.34,80.33,93.25,77.04,97.66,81.17,86.66,78.02,99.02,96.41,83.69
15,Female,Academic,90.38,97.69,92.89,78.83,98.35,95.23,87.39,88.83,88.35,97.13,90.66,91.32,90.44,93.71,76.95,78.85,76.78,96.68,96.64,89.66,94.1,93.78,76.59,90.51,92.37,91.91,81.56,95.3,79.6,99.92,86.41,81.33
16,Female,Academic,76.62,87.05,87.13,96.63,85.95,83.87,92.82,86.2,80.83,79.99,98.74,89.18,97.37,99.84,97.91,87.08,83.97,79,92.04,97.12,80.94,95.23,82.42,90.56,77.39,79.45,97.73,97.25,94.47,91.35,97.57,76.08
15,Female,Academic,82.67,77.52,84.1,79.47,85.41,98.87,87.2,89.05,91.04,94.12,95.83,88.08,75.4,86.46,94.4,94.83,97.45,96.65,91.41,91.03,88.86,87.87,90.02,86.45,78.19,87.44,79.56,87.07,77.09,91.7,83.05,82.61
16,Male,TVL,82.37,94.91,79.56,79.59,90.62,95.17,79.56,91.43,84.53,85.09,90.18,81.28,94.53,91.68,99.55,88.41,86.65,90.63,79.49,85.15,87.49,77.82,93.18,91.31,77.27,85.22,81.2,76,84.87,92.79,90.82,87.82
15,Male,Academic,97.51,91.67,94.81,81.15,95.24,86.61,81.26,87.98,94.7,81.29,77.56,87.47,87.77,83.87,95.4,75.14,94.19,80.27,83.43,93.81,87.03,82.39,95.83,98.33,90.3,76.03,81.6,97.21,76.16,78.41,79.05,95.63
18,Female,TVL,99.97,92.68,87.25,97.05,79.12,75.13,83.35,89.34,84.95,76.1,99.22,97.38,97.1,86.39,90.73,96.16,93.64,95.45,88.03,83.38,94.15,78.2,79.22,91.38,86.39,94.06,97.44,99.66,88.73,75.2,85.65,96.28
17,Male,TVL,98.22,87.34,80.42,96.78,81.92,88.15,93.56,76.89,84.32,95.84,90.21,77.35,91.27,90.96,85.96,82.08,92.13,86.84,86.56,97.89,86.91,79.76,82.58,92.05,99.03,82.98,85.39,88.76,79.53,85.96,93.9,77.16
15,Male,TVL,77.62,98.81,90.69,81.8,99.29,82.61,85.05,89.03,89.05,80.09,77.35,87.96,94.19,90.09,79.98,94.64,93.19,96.14,96.4,85.95,83.87,96.06,99.15,79.94,91.13,80.32,84.22,91.28,86.34,92.44,81.59,75.41
18,Male,Academic,89.91,89.79,78.57,79.44,97.97,88.12,99.38,99.94,89.53,75.11,88.62,75.62,96.37,79.43,76.45,88.45,86.82,78.07,81.08,86.62,93.92,78.64,78.32,94.35,99.07,81.68,98.64,92.77,91.08,80.79,80.71,94.07
16,Female,TVL,98.1,94.26,81.9,95.12,98.83,87.08,81.93,79.88,78.24,99.04,81.56,94.1,93.97,91.99,77.61,85.41,75.32,93.09,97.47,98.25,82.54,94.71,75.55,84.9,86.64,89.63,88.33,80.67,96.75,84.27,89,76.84
15,Female,TVL,75.11,95.96,77.54,88.8,93.05,78.44,86.83,96.01,97.51,77.43,80.62,94.12,93.77,90.53,89.69,90.76,86.27,84.04,82.25,75.81,80.73,77.96,82.59,79.78,84.2,81.94,92.42,88.64,91.87,85.66,92.76,81.4
18,Male,TVL,94.82,88.31,92.41,79.35,85.57,98.41,78.09,79.93,81.9,85.62,87.29,93.84,82.79,78.38,85.3,88.67,94.65,92.36,80.66,93.81,91.26,91.69,77.43,76.39,88.11,99.32,89.4,91.18,91.25,77.38,97.7,91.04
18,Female,TVL,88.09,94.67,75.55,81.04,81.33,85.53,88.37,98.22,99.37,97.82,99.4,81.68,84.31,96.28,83.59,77.17,92.95,84.41,89.4,81.61,79.88,86.01,96.71,91.47,80.78,80.81,85.8,80.9,80.8,93.88,99.37,92.23
18,Female,TVL,91.66,77.42,80.29,77,95.59,96.74,81.88,97.73,84.12,79.39,98.25,87.19,79.38,90.05,91.75,75.71,96.99,83.58,80.8,81.09,85.91,77.46,87.45,92.27,80.38,84.1,86.9,75.1,97.08,75.35,90.97,80.69
15,Male,TVL,94.24,78.79,80.25,84.15,81.97,96.83,77.37,81.79,98.08,94.93,98.21,80.93,82.36,92.16,97.84,84.85,89.6,85.52,84.84,79.57,87.71,88.37,96.83,87.52,76.03,87.13,81.37,99.99,92.64,81.14,76.38,81.68
16,Male,TVL,97.91,76.76,93.7,87.11,84.99,76.29,77.85,77.65,89.57,81.86,91.74,78.4,88.12,85.92,86,99.78,85.17,78.85,96.06,89.12,94.68,97.45,78.83,84.22,96.55,93.77,92.9,92.48,75.8,96.88,81.99,97.86
15,Male,TVL,85.78,93.44,94.75,76.9,84.54,76.93,98.67,99.33,84.55,83.19,89.55,91.55,93.12,76.42,91.76,89.73,85.1,84.7,93.19,75.21,76.24,85.39,91.69,78.87,95.97,77.03,83.32,93.15,96.84,96.69,90.59,89.8
18,Male,TVL,78.92,77.86,84.41,95.21,93.12,80.31,75.33,99.92,76.08,91.08,80.08,91.49,83.08,93.14,91.34,95.91,99.12,93.42,99.11,92.36,77.42,86.99,95.3,93.06,94.03,84.53,86.69,76.2,80.81,95.8,91.4,78.11
16,Female,TVL,84.24,85.81,81.28,84.84,83.58,87,81.92,79.65,76.9,82.15,91.07,85.91,79.38,88.85,84.33,80.93,82.46,85.64,97.42,86.76,76.57,76.74,78.05,88.26,78.65,92.78,92.07,87.32,94.36,81.47,97.94,86.91
15,Female,Academic,75.48,99.47,96.76,92.14,98.85,87.43,86.87,99.51,85.93,85.98,88.55,79.96,95.14,87.25,84.92,76.66,85.76,88.19,78.05,86.25,76.49,91.03,75.46,83.82,95.25,87.09,79.85,89.32,89.76,98.39,98.96,79.63
17,Female,Academic,94.06,94.82,83.16,80.98,98.25,98.09,98.03,88.06,81.12,77.85,78.52,81.93,91.8,79.19,78.5,79.44,87.99,75.07,77.84,92.6,95.78,79.29,83.38,81.61,82.78,94.39,96.13,95.88,88.24,75.32,83.61,96.97
18,Female,Academic,89.16,86.47,91.18,85.35,98.32,81.72,89.74,94.24,77.89,97.51,96.65,90.92,76.79,99.34,78.63,98.1,87.79,82.61,82.71,90.93,86.93,84.65,88.22,88.24,88.94,80.96,94.22,95.23,89.32,76.96,78.79,93.4
15,Female,Academic,80.68,99.05,95.78,83.76,94.49,77.77,91.39,95.53,87.51,95.96,79.84,86.33,81.06,93.4,78.11,78.2,91.54,82.71,95.53,77.61,99.63,79.56,90.83,97.47,84.9,80.59,99.64,91.81,93.01,91.38,82.1,90.6
16,Male,Academic,82.14,75.19,86.07,88.32,76.12,97.92,88.38,94.04,94.84,77.48,93.62,77.01,97.64,90.44,87.59,81.25,88.24,77.93,77.87,86.74,91.09,88.84,97.19,84.92,95.63,76.61,81.55,86.74,95.52,89.95,93.87,78.08
17,Female,Academic,96.49,87.96,89.35,84.1,94.96,75.92,96.72,82.11,97.34,76.16,91.31,76.22,99.11,98.59,93.15,93.07,98.73,77.83,95.24,82.52,96,80.26,94.15,80.05,84.61,77.34,86.68,94.66,84.58,93.09,76.63,82.23
18,Male,TVL,80.75,78.16,76.95,93.55,93.03,75.16,94.82,79.84,77.85,90.03,79.69,93.67,78.8,81.73,93.06,81.59,96.24,93.56,92.24,86.07,84.41,98.46,90.88,100,77.55,86.43,98.17,98.51,87.43,86.09,91.52,81.4
16,Female,TVL,95.31,84.81,75.99,90.11,96.93,94.21,95.34,88.88,88.2,92.04,90.34,86.56,98.86,77.18,87.73,83.51,99.3,76.08,90.56,77.97,82.82,87.57,81.68,78.6,85.22,84.51,78.15,80.05,90.22,97.09,80.45,95.15
17,Male,TVL,96.84,79.27,93.04,96.06,80.05,98.93,87.96,87.96,93.8,96.79,92.68,76.73,75.94,93.17,96.58,80.75,93.97,93.06,95.27,85.64,83.28,82.88,90.24,78.65,95.78,95.95,77.44,90.06,96.87,75.3,87.12,90.18
17,Male,Academic,80.82,94.85,86.16,83.12,85.91,81.34,83.01,87.28,86.89,87,88.9,82.2,86.67,82.43,80.25,77.73,87.38,91.7,91.97,77.43,88.6,79.61,99.22,80.59,77.21,84.25,77.67,98.46,76.99,86.82,97.36,91.33
16,Female,TVL,84.49,93.19,77.24,85.72,76.44,97.66,78.56,95.25,92.22,92.74,93.65,87.06,89.4,85.82,93.41,93.11,80.37,81.48,77.79,99.37,83.78,89.9,89.43,89.35,89.22,82.69,92.66,99.08,88.57,88.41,86.62,92.67
17,Female,Academic,91.67,76.64,97.4,85.34,77.18,84.83,89.71,82.57,98.53,82.29,84.12,77.73,77.23,95.29,77.92,91.35,93.35,93.32,86.64,85.78,83.78,90.56,91.47,82.36,90.51,87.07,92.4,82.05,95.05,99.54,95.76,95.04
16,Female,Academic,86.51,90.41,84.64,77.99,90.66,78.51,75.81,99.15,75.95,84.88,85.75,80.86,89.86,79.38,78.31,82.75,98.57,86,92.23,76.24,87.67,90.93,78.62,76.83,81.32,83.7,90.45,95.24,78.49,86.27,91.71,84.4
15,Male,TVL,92.81,90.55,77.36,81.86,78.89,81.21,91.56,92.35,96.93,89.82,81.42,76.49,85.37,88.93,93.35,81.42,80.73,80.9,75.23,99.09,90.16,77.54,99.04,96.45,89.36,91.56,90.93,81.76,75.33,87.49,99.99,98.62
18,Male,Academic,78.21,99.15,97.07,92.23,89.72,76.8,92.08,78.89,99.6,99.81,79.07,92.87,83.22,84.51,99.21,78.24,99.17,83.69,84.81,87.71,75.7,81.32,92.35,94.03,93.26,81.51,81.97,78.9,77.68,99.64,97.6,94.57
16,Male,TVL,92.17,93.08,90.71,85.11,87.53,85.63,93.59,76.58,85.18,82.01,99.95,76.93,97.12,98.31,94.87,76.36,87.45,96.97,96.39,96.46,99.26,76.89,95.05,75.73,88.95,90.53,79.04,99.15,78.23,94.03,81.36,75.5
18,Male,TVL,82.97,90.77,83.08,80.62,77.88,94.61,89.99,76.3,98.41,77.75,81.98,93.1,77.28,80.57,87.46,81.84,83.55,78.51,93.31,91.5,88.89,92.35,86.43,81.67,82.74,79.15,90.98,87.6,91.07,79.49,97.43,99.34
15,Female,TVL,94.18,79.81,97.24,77.92,88.36,99.13,81.01,82.64,78.01,83.94,83.17,97.39,78.99,96.43,77.33,77.04,96.03,75.19,76.5,76.9,83.73,94.82,83.04,95.53,84.16,83.31,78.31,95.82,80.04,96.99,84.93,81.61
15,Female,TVL,97.05,78.05,75.11,81.45,99.61,99.34,83.56,97.92,92.02,76.03,81.41,76.45,75.07,78.24,92.33,83.57,83.46,95.68,98.13,90.93,75.89,80.8,94.72,81.56,85.01,80.37,77.05,92.6,78.42,95.64,88.03,77.99
18,Male,TVL,94.74,93.54,95.64,87.39,75.11,78,81.5,89.06,86.39,94.27,86.02,90.08,76.9,77.61,91.82,82.99,91.84,80.96,92.43,78.53,94.14,87.2,77.81,86.63,92.8,75.86,75.81,86.37,98.14,96.67,95.79,99.57
16,Female,TVL,79.77,88.25,81.35,81.29,82.41,99.07,88.3,89.09,78.73,88.59,80.93,87.29,99.61,94.95,96.61,88.28,84.7,80.27,80.28,96.3,83.89,95.15,85.09,91.28,87.42,77.42,90.51,75.73,76.6,96.36,90.91,86.59
18,Female,Academic,87.35,85.88,82.42,87.63,89.26,89.76,84.37,77,86.67,86.56,95.08,81.51,80.34,82.02,91.18,88.99,80.58,97.12,87.05,75.83,75.1,84.35,89.56,78.95,81.03,96.63,75.21,78.1,85.03,95.46,75.71,75.33
16,Male,TVL,95.46,95.9,86.21,99.83,86.24,95.87,91.17,87.14,84.8,96.45,86.3,94.62,75.97,91.37,75.62,99.14,82.01,80.74,94.01,81.4,84.07,87.48,95.9,88.71,93.02,98.65,96.61,84.54,80.35,77.12,97.33,78.18
18,Male,Academic,99.07,87.43,98.54,84.63,83.3,75.29,99.63,79.78,82.23,94.08,95.81,79.02,79.33,90.55,90.48,85.52,84.4,75.43,92.72,86.82,82.99,87.88,81.47,89.52,77.58,89.06,79.91,78.86,89.01,93.13,99.47,84.18
18,Male,Academic,78.29,92.57,82.56,93.47,93.11,81.14,76.14,90.72,93.2,95.71,80.65,86.06,93.95,98.56,99.2,97.33,99.93,90.91,84.7,88.98,85.71,87.8,85.24,84.92,93.73,97.56,82.85,94.66,80.27,80.92,96.57,80.07
18,Male,TVL,86.26,78.31,83.18,91.83,79.14,80.53,80.3,98.72,97.92,92.04,93.06,86.28,90.84,93.32,88.7,80.17,82.63,98.59,87.78,93.82,91.38,81.24,91.43,89.56,91.13,85.72,89.69,95.66,99.34,80.51,97.38,93.19
16,Male,TVL,81.09,75.85,79.27,96.96,95.29,76.88,75.92,94.61,98.8,96.67,82.91,92.08,83.12,96.7,90.37,87.69,93.53,83.91,94.7,85.94,94.92,77.95,86.41,86.15,91.72,96.78,97.04,89.83,82.47,92.62,76.02,75.06
16,Female,TVL,97.24,79.92,80.42,96.87,79.66,95.27,87.37,94.76,81.49,94.76,90,94.53,92.42,89.05,84.04,95.67,80.92,84.7,85.13,85.08,92.95,91.15,84.53,77.39,91.17,94.9,89.79,89.42,88,92.57,90.61,80.6
17,Female,Academic,95.53,83.99,75.81,81.31,89.58,82.94,98.32,83.39,97.81,94.95,94.27,79.68,92.16,95.38,83.2,94.83,75.62,78.32,86.91,91.81,97.77,82.75,99.78,97.73,94.71,96.57,96.8,89,76.87,81.63,87.69,95.39
18,Male,TVL,93.07,76.03,86.51,98.37,82.36,77.05,85.1,92.72,75.92,82.9,99.4,90.24,98.8,84.16,90.48,93.58,89.36,76.09,93.95,92.18,87.07,95.35,80.68,81.12,97.52,82.55,91.07,78.29,88.19,93.18,76.38,88.24
17,Female,Academic,78.65,79.19,92.39,79.96,97.03,87.62,93.96,96.55,78.74,94.64,85.22,86.34,77.7,78.02,93.88,78.77,97.09,79.37,88.98,91.28,78.64,90.63,81.59,92.97,86.96,80.98,90.24,94.55,80.55,83.31,77.07,78.61
15,Male,Academic,91.65,86.23,95.53,95.13,76.4,80.97,87.91,78.57,90.93,81.05,78.6,99.2,82.87,76.37,76.04,91.34,96.14,86.86,92.15,75.28,77.5,91.35,96.24,95.48,77.63,76.01,99.14,88.21,87.8,99.34,83.91,92.23
18,Female,TVL,94.95,86.8,98.74,98.14,90.63,84.31,87.88,92.06,93.13,88.07,80.12,75.16,97.85,88.21,82.69,75.2,87.24,96.92,88.94,91.11,85.64,97.28,77.33,76.22,91.78,76.11,96.87,86.66,98.53,82.68,76.67,94.69
18,Female,TVL,97.02,97.73,95.13,84.86,83.94,95.31,89.11,91.41,77.16,97.63,93.21,75.49,86.76,96.23,90.51,77.45,81.45,86.77,96.71,93.41,95.31,97.6,96.88,83.02,80.49,87.93,84.8,97.8,85.06,89.41,83.26,88.18
17,Male,Academic,99.98,75.47,78.63,83.38,94.5,96.95,93.92,90.42,99.77,80.12,80.01,89.14,95.52,84.96,77.21,79.39,89.54,85.38,92.8,87.92,89.97,88.32,97.65,92.49,94.22,92.97,90.36,90.28,93.82,82.33,87.81,98.44
16,Male,Academic,98.57,76.94,98.24,77.69,91.75,86.17,83.43,84.75,86.94,82.49,85.39,91.24,83.77,85.34,98.94,95.57,99.88,82.86,98.82,93.37,84.3,82.36,85.83,99.86,75.09,97.81,97.6,94.83,97.88,90.41,75.31,87.73
17,Male,TVL,86.52,86.94,96.75,80.74,95.02,88.98,80.63,78.06,86.8,82.88,97.02,99.4,94.77,84.75,95.07,82.84,90.3,82.99,95.56,77.41,94.78,99.28,76.62,93.49,78.11,91.9,96.25,85.15,76.49,75.15,83.41,83.59
18,Female,TVL,92.32,88.79,78.65,84.35,81.78,80.86,93.21,77.31,84.06,78.04,97.72,79.85,86.49,98.3,94.08,85.32,76.28,90.13,83.16,78.47,91.76,97.81,75.72,93.89,79.95,87.85,92.28,92.94,75.34,94.14,94.68,98.46
16,Female,Academic,76.17,84.58,88.46,89.96,75.53,87.7,76.85,82.39,75.08,78.96,86.83,80.95,89.79,88.76,78.02,86.82,98.66,76.92,85.36,88.91,86.66,86.52,97.55,84.46,86.79,97.82,89.3,78,99.26,99.9,89.33,78.28
16,Male,TVL,79.3,99.4,95.08,75.27,88,95.54,85.61,75.14,85.09,94.91,88.26,86.97,85.61,89.63,80.93,88.94,79.45,94.04,97.93,97.71,86.6,79.12,97.93,83.23,75.27,80.69,77.54,75.82,93.31,91.93,85.38,97.89
16,Female,TVL,99.9,89.32,78.59,95.18,79.18,77.91,95.84,88.66,92.69,90.86,92.45,75.1,94.17,82.31,78.97,96.07,95.95,77.27,81.58,76.5,93.33,89.72,90.76,86.66,80.9,84.29,95.41,76.88,92.2,97.47,94.13,92.94
16,Male,TVL,90.74,79.65,76.78,83.13,79.43,90.89,99.5,85.29,81.21,88.76,94.15,87.63,98.09,82.74,96.42,79.5,85.39,79.37,97.16,94.39,91.25,80.92,95.54,92.76,94.54,94.9,94.45,97.07,84.54,76.58,99.02,95.75
15,Female,TVL,85.62,77.61,91.49,78.77,97.48,81.32,82.47,93.18,88.02,78.43,77.88,85.08,86.34,90.55,97.32,87.21,75.62,80.7,85.39,83.13,84.91,82.69,96.58,93.48,85.01,99.4,97.41,89.77,95.08,89.61,84.19,87.19
18,Female,TVL,78.4,79.41,95.22,99.86,93.54,81.95,80.48,78.44,78.43,86.75,84,99.31,87.57,90.5,88.98,90.1,86.42,77.65,80.37,95.91,79.82,77.6,84.44,81.21,84.19,85.44,82.41,88.79,83.09,87.27,88.52,90.62
15,Male,Academic,87.76,99.66,99.98,96.72,89.44,85.35,85.23,91.66,89.75,96.05,93.92,80.04,99.92,75.22,95.08,84.39,87.38,89.91,92.51,94.61,75.67,83.4,94.89,86.9,99.67,82.66,80.69,95.1,99.86,85.08,83.8,97.25
18,Female,Academic,75.06,78.08,77.3,95.8,86.22,90.89,75.4,79.98,78.79,96.33,89.45,77.24,93.29,86.97,81.8,93.49,78.57,94.06,94.64,86.46,97.85,94.81,95,78.26,93.43,83.95,90.93,80.34,85.92,86.85,99.44,94.29
15,Female,Academic,76.87,93.19,75.58,77.47,83.23,79.1,90.76,95.3,88.53,92.89,90.15,81.98,95.51,99.43,95.93,76.76,76.89,99.14,79.57,95.83,92.33,97.65,80.97,94.94,79.99,79.55,97.07,75.52,91.55,95.91,96.33,91.63
16,Female,Academic,91.44,81.61,88.51,94.54,93.18,75.2,80.7,94.7,98,96.16,81.54,90.95,94.43,84.13,80.18,96.79,85.89,93.13,96.11,78.28,80.03,85.85,97.67,90.73,89.44,95.87,92.2,76.29,84.95,77.78,77.2,89.76
15,Female,Academic,91.51,83.59,81.24,86.44,84.63,77.81,76.73,98.69,94.28,83.41,92.49,89.33,83.6,81.69,90.79,92.11,83.93,90.08,97.86,87.3,85.23,86.67,97.65,81.08,92,78.88,97.3,85.47,89.18,98.34,99.43,91.64
